R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9584700406792245,0.9724416788038429,5.142889499664307,False,1,a9d42_00007,2023-05-27_21-59-31,1685224771,5.142889499664307,197052,dev-server-group8,192.168.2.92,5.142889499664307,1
